# First field is # dimensions of each datapoint, 2nd is gesture class, Next fields are raw time series in order t_f1[0], t_f2[0], t_f3[0] etc. where f1, f2, etc are features and [0] is time
1,1,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.414466857910156,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.414466857910156,
1,1,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.414466857910156,12.414466857910156,12.316715240478516,12.414466857910156,12.414466857910156,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.316715240478516,12.414466857910156,
1,2,81.13391876220703,81.23167419433594,81.23167419433594,81.13391876220703,81.23167419433594,81.23167419433594,81.23167419433594,81.23167419433594,81.23167419433594,81.13391876220703,81.23167419433594,81.13391876220703,81.13391876220703,81.23167419433594,81.13391876220703,81.13391876220703,81.13391876220703,81.13391876220703,81.13391876220703,80.6451644897461,80.84066772460938,80.74291229248047,80.44966125488281,80.05865478515625,79.76539611816406,79.4721450805664,78.69013214111328,77.81035614013672,76.34408569335938,74.19355010986328,73.11827850341797,72.53176879882812,72.43402099609375,72.82502746582031,72.92277526855469,73.0205307006836,72.92277526855469,72.92277526855469,72.82502746582031,72.92277526855469,72.92277526855469,72.92277526855469,72.82502746582031,72.82502746582031,72.92277526855469,72.7272720336914,72.53176879882812,72.23851776123047,71.35874938964844,70.18572998046875,69.50146484375,68.23069763183594,66.95992279052734,65.39588928222656,64.0273666381836,62.46334457397461,60.9970703125,59.92180252075195,58.26001739501953,56.69599151611328,55.13196563720703,53.3724365234375,51.710655212402344,50.04887390136719,48.8758544921875,47.50733184814453,45.35679626464844,44.57477951049805,42.22874069213867,40.95796585083008,39.78494644165039,38.123165130615234,36.754642486572266,35.67937469482422,34.79961013793945,33.724342346191406,32.35581588745117,31.671554565429688,31.085044860839844,30.49853515625,29.61876678466797,29.032257080078125,28.250244140625,27.956989288330078,27.859237670898438,27.761486053466797,28.05474090576172,28.15249252319336,28.15249252319336,28.05474090576172,28.15249252319336,28.15249252319336,28.15249252319336,28.15249252319336,28.15249252319336,28.15249252319336,28.15249252319336,28.05474090576172,28.15249252319336,28.15249252319336,28.05474090576172,28.15249252319336,28.15249252319336,
1,2,79.96089935302734,79.96089935302734,79.96089935302734,79.96089935302734,79.96089935302734,80.05865478515625,79.96089935302734,79.96089935302734,79.86315155029297,79.86315155029297,79.86315155029297,79.76539611816406,79.86315155029297,79.4721450805664,79.3743896484375,79.08113861083984,78.69013214111328,78.49462890625,76.05082702636719,75.07331085205078,74.29129791259766,73.31378173828125,72.33626556396484,71.749755859375,70.7722396850586,69.40371704101562,68.03519439697266,67.15542602539062,65.98240661621094,64.61387634277344,63.245357513427734,62.17008972167969,60.60606384277344,58.944278717041016,56.89149475097656,54.44770431518555,51.221893310546875,45.94330596923828,44.57477951049805,42.815250396728516,42.033233642578125,40.566959381103516,38.90517807006836,37.63440704345703,36.3636360168457,34.897361755371094,32.94232940673828,30.205280303955078,28.44574737548828,26.78396987915039,25.317691802978516,24.24242401123047,23.06940460205078,22.091886520385742,21.5053768157959,21.212121963500977,20.6256103515625,19.941349029541016,19.35483741760254,18.768327713012695,17.204301834106445,16.031280517578125,15.34701919555664,14.565004348754883,13.782991409301758,12.90322494506836,11.925708770751953,11.632453918457031,11.730205535888672,11.827957153320312,11.827957153320312,11.730205535888672,11.827957153320312,11.730205535888672,11.730205535888672,11.730205535888672,11.827957153320312,11.730205535888672,11.730205535888672,
